Name,src,target
900," Can you tell me about what type of relations you usually have with your colleagues?
I enjoy working with them and often have fun with them too, but usually only during working hours. I don't find them much in my free time."," I see, having fun at work is very important. Do you have any examples of how you maintain good relations with your colleagues?
"
901," Can you tell me about what type of relations you usually have with your colleagues?
I like working with them and I often have fun with them too, but usually only during working hours. I don't meet them much in my free time."," I see, having fun at work is very important. Do you have any examples of how you maintain good relations with your colleagues?
"
902," Can you tell me about what type of relations you usually have with your colleagues?
I enjoy working with them and often have fun with them too, but usually only during working hours. I don't find them much in my spare time."," I see, having fun at work is very important. Do you have any examples of how you maintain good relations with your colleagues?
"
903," Do you have any questions about this job?
Yes, how many customers does a taxi driver get per day?"," It depends on the day and time of day. But between 15-20 customers per day. 
"
904," Do you have any questions about this job?
Yes, how many clients does a taxi driver receive per day?"," It depends on the day and time of day. But between 15-20 customers per day. 
"
905," Do you have any questions about this job?
Yes, how many customers does a taxi driver receive per day?"," It depends on the day and time of day. But between 15-20 customers per day. 
"
906,"
What’s your best experience from your previous jobs?
I worked with a nice manager in my second job. it was great.",What made your manager nice to work with?
907,"
What’s your best experience from your previous jobs?
I worked with a nice manager in my second job. It was great.",What made your manager nice to work with?
908,"
What’s your best experience from your previous jobs?
I worked with a good manager at my second job. it was great.",What made your manager nice to work with?
909,"
What’s your best experience from your previous jobs?
I worked with a good manager at my second job. It was great.",What made your manager nice to work with?
910,"
What’s your best experience from your previous jobs?
In my second job, I worked with a good manager. it was great.",What made your manager nice to work with?
911,"
What’s your best experience from your previous jobs?
I worked with a good manager on my second job. it was great.",What made your manager nice to work with?
912," Our customers are spread across the city and our cleaners usually drive to the locations. Do you have a drivers licence?
Yes, I have a driver's license."," How long have you had a drivers licence?
"
913," Our customers are spread across the city and our cleaners usually drive to the locations. Do you have a drivers licence?
Yes, I have a driving license."," How long have you had a drivers licence?
"
914,"
What is your best experience from your previous jobs?
I think back then I was working as a teacher and I saw how the children in my class understood a new subject. That’s the best experience I’ve ever had.",What kind of teaching did you do?
915,"
What is your best experience from your previous jobs?
I think that's when I worked as a teacher and saw the kids in my class understand a new subject. it was the best experience i have ever had.",What kind of teaching did you do?
916,"
What is your best experience from your previous jobs?
I think that's when I worked as a teacher and was able to see the children in my class understand a new topic. that was the best experience i have ever had.",What kind of teaching did you do?
917,"
What is your best experience from your previous jobs?
I think it was when I worked as a teacher and saw the kids in my class understand a new subject. that was the best experience i ever had.",What kind of teaching did you do?
918,"
What is your best experience from your previous jobs?
I think back then that I was working as a teacher and saw how the children in my class understood a new subject. It was the best experience I have ever had.",What kind of teaching did you do?
919,"
What is your best experience from your previous jobs?
I think at that time I was working as a teacher and I saw how the children in my class understood a new subject. That is the best experience I have ever had.",What kind of teaching did you do?
920,"
What is your best experience from your previous jobs?
I think I was working as a teacher at the time and I saw how the children in my class understood a new subject. This is the best experience I've ever had.",What kind of teaching did you do?
921,"
What is your best experience from your previous jobs?
I think that's where I worked as a teacher and saw how the children in my class understood a new subject. It was the best experience i ever had.",What kind of teaching did you do?
922,"
What is your best experience from your previous jobs?
I think that's when I worked as a teacher and saw the children in my class understand a new subject. It was the best experience I have ever had.",What kind of teaching did you do?
923,"
What is your best experience from your previous jobs?
I think that was when I worked as a teacher and saw the kids in my class understand a new subject. it was the best experience i ever had.",What kind of teaching did you do?
924,"
What is your best experience from your previous jobs?
I think that was when I was working as a teacher and saw the kids in my class understand a new topic. That’s the best experience I’ve ever had.",What kind of teaching did you do?
925,"
What is your best experience from your previous jobs?
I think it was when I worked as a teacher and I could see the children in my class understand a new topic. that was the best experience i ever had.",What kind of teaching did you do?
926,"
What is your best experience from your previous jobs?
I think it was when I was working as a teacher and saw that the children in my class understood a new subject. That’s the best experience I’ve ever had.",What kind of teaching did you do?
927,"
What is your best experience from your previous jobs?
I think it was when I worked as a teacher and saw the kids in my class understand a new subject. it was the best experience i have ever had.",What kind of teaching did you do?
928,"
What is your best experience from your previous jobs?
I think it was when I was working as a teacher and I saw the children in my class understand a new subject. that was the best experience i have ever had.",What kind of teaching did you do?
929," What makes you a good fit?
I have both an education and relevant experience in the healthcare industry."," What is the relevant experience or education for working in the healthcare industry that you have?
"
930," What makes you a good fit?
I have both training and relevant experience working in the healthcare industry."," What is the relevant experience or education for working in the healthcare industry that you have?
"
931," What makes you a good fit?
I have relevant education and experience working in the healthcare industry."," What is the relevant experience or education for working in the healthcare industry that you have?
"
932," What makes you a good fit?
I have both training and relevant experience in the health sector."," What is the relevant experience or education for working in the healthcare industry that you have?
"
933," What makes you a good fit?
I have relevant education and experience in the healthcare industry."," What is the relevant experience or education for working in the healthcare industry that you have?
"
934," What makes you a good fit?
I have both a background and relevant experience in the healthcare sector."," What is the relevant experience or education for working in the healthcare industry that you have?
"
935," What makes you a good fit?
I have both education and relevant experience in the healthcare industry."," What is the relevant experience or education for working in the healthcare industry that you have?
"
936," What makes you a good fit?
I have relevant training and experience working in the healthcare industry."," What is the relevant experience or education for working in the healthcare industry that you have?
"
937," What makes you a good fit?
I have both training and experience in the healthcare sector."," What is the relevant experience or education for working in the healthcare industry that you have?
"
938," What makes you a good fit?
I have relevant training and experience in the healthcare industry."," What is the relevant experience or education for working in the healthcare industry that you have?
"
939," What makes you a good fit?
I have relevant training and work experience in the health sector."," What is the relevant experience or education for working in the healthcare industry that you have?
"
940," What makes you a good fit?
I have adequate training and work experience in the healthcare sector."," What is the relevant experience or education for working in the healthcare industry that you have?
"
941," What makes you a good fit?
I have a lot of patience when working with people."," What kind of people have you cared for before?
"
942," What makes you a good fit?
I have a lot of patience working with people."," What kind of people have you cared for before?
"
943," What makes you a good fit?
I have a lot of patience when I work with people."," What kind of people have you cared for before?
"
944,"
What makes you fit well as a police?
I think I'm very good at talking to people in difficult situations. I am good at being calm even though I am in an urgent situation.","Okay, can you describe a situation where you had to stay calm?"
945,"
What makes you fit well as a police?
I think I am very good at talking to people in difficult situations. I am good at being calm even when I am in a rush.","Okay, can you describe a situation where you had to stay calm?"
946,"
What makes you fit well as a police?
I think I am very good at talking to people in difficult situations. I'm good at staying calm even though I'm in a tight spot.","Okay, can you describe a situation where you had to stay calm?"
947,"
What makes you fit well as a police?
I think I'm very good at talking to people in difficult situations. I am good at being calm even if I am in a pressing situation.","Okay, can you describe a situation where you had to stay calm?"
948,"
What makes you fit well as a police?
I think I am very good at talking to people in difficult situations. I am good at being calm even when I am in an urgent situation.","Okay, can you describe a situation where you had to stay calm?"
949,"
What makes you fit well as a police?
I think I am very good at talking to people in difficult situations. I am good at staying calm even though I am in an urgent situation.","Okay, can you describe a situation where you had to stay calm?"
950,"
What makes you fit well as a police?
I think I'm very good at talking to people in difficult situations. I am good at being calm even if I am in an urgent situation.","Okay, can you describe a situation where you had to stay calm?"
951,"
What makes you fit well as a police?
I think I can speak very well to people in difficult situations. I'm good at being calm even when I'm in a rush.","Okay, can you describe a situation where you had to stay calm?"
952,"
What makes you fit well as a police?
I think I am very good at talking to people in difficult situations. I'm good at staying calm even when I'm in a hurry.","Okay, can you describe a situation where you had to stay calm?"
953,"
What makes you fit well as a police?
I think I'm very good at talking to people in difficult situations. I'm good at being calm even when I'm in a hurry.","Okay, can you describe a situation where you had to stay calm?"
954,"
What makes you fit well as a police?
I think I can speak very well to people in difficult situations. I'm good at staying calm even though I'm in a difficult situation.","Okay, can you describe a situation where you had to stay calm?"
955,"
What makes you fit well as a police?
I think I am very good at talking to people in difficult situations. I am good at staying calm even when I am in a difficult situation.","Okay, can you describe a situation where you had to stay calm?"
956,"
What makes you fit well as a police?
I think I'm very good at talking to people in difficult situations. I am good at keeping calm even if I am in trouble.","Okay, can you describe a situation where you had to stay calm?"
957,"
What makes you fit well as a police?
I think I can speak very well to people in difficult situations. I'm good at being calm even when I'm in an urgent situation.","Okay, can you describe a situation where you had to stay calm?"
958,"
What makes you fit well as a police?
I think I am very good at talking to people in difficult situations. I am good at being calm even when I am in a pressing situation.","Okay, can you describe a situation where you had to stay calm?"
959,"
What makes you fit well as a police?
I think I am very good at talking to people in difficult situations. I am good at staying calm even if I am in an urgent situation.","Okay, can you describe a situation where you had to stay calm?"
960," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. For a vehicle, we usually work with a team of two to three people."," How many days does it usually take for one vehicle repair to finish?
"
961," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. For a vehicle, we generally work with a team of two to three people."," How many days does it usually take for one vehicle repair to finish?
"
962," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. For a vehicle, we normally work with a team of two or three people."," How many days does it usually take for one vehicle repair to finish?
"
963," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. For a vehicle, we usually work with a team of two or three people."," How many days does it usually take for one vehicle repair to finish?
"
964," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. When it comes to a vehicle, we usually work with a team of two to three people."," How many days does it usually take for one vehicle repair to finish?
"
965," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. For a vehicle, we generally work with a team of two or three people."," How many days does it usually take for one vehicle repair to finish?
"
966," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes, for a vehicle we usually work with a team of two or three people."," How many days does it usually take for one vehicle repair to finish?
"
967," Can you tell me about what you know about this company and our products?
Sure. I know that you are a great restaurant franchise and that your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
968," Can you tell me about what you know about this company and our products?
Of course. I know you are a big restaurant franchise and your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
969," Can you tell me about what you know about this company and our products?
Of course. I know that you are a great restaurant franchise and that your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
970," Can you tell me about what you know about this company and our products?
Obviously. I know that you are a large restaurant franchise and that your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
971," Can you tell me about what you know about this company and our products?
Sure. I know you are a great restaurant franchise and your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
972," Can you tell me about what you know about this company and our products?
Sure. I know you are a great franchise restaurant and your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
973," Can you tell me about what you know about this company and our products?
Sure. I know that you are a large restaurant franchise and that your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
974," Can you tell me about what you know about this company and our products?
Of course. I know you are a large restaurant franchise and your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
975," Can you tell me about what you know about this company and our products?
Sure. I know you are a big restaurant franchise and your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
976," Can you tell me about what you know about this company and our products?
Of course. I know you are a great restaurant franchise and your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
977," Can you tell me about what you know about this company and our products?
Obviously. I know you are a great franchise restaurant and your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
978," Can you tell me about what you know about this company and our products?
Obviously. I know that you are a great restaurant franchise and that your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
979," Can you tell me about what you know about this company and our products?
Obviously. I know you are a big restaurant franchise and your food is very popular. Everyone I know has heard of you and loves your food."," Thank you. Is there any other specific reason that makes you apply for a job here?
"
980," Is there anything you want to ask about this job?
Do you offer on-the-job training?"," Yes. We will train you basic things about the shop regardless of your experience in the past.
"
981," Is there anything you want to ask about this job?
Do you provide on-the-job training?"," Yes. We will train you basic things about the shop regardless of your experience in the past.
"
982,"
You have applied for the job as finance assistent. what makes you a good fit?
I can read numbers well and am detail-oriented. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
983,"
You have applied for the job as finance assistent. what makes you a good fit?
I am good at reading numbers and am detail-oriented. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
984,"
You have applied for the job as finance assistent. what makes you a good fit?
I am good at reading figures and I am detail oriented. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
985,"
You have applied for the job as finance assistent. what makes you a good fit?
I am good at reading pictures and is detail oriented. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
986,"
You have applied for the job as finance assistent. what makes you a good fit?
I can read the numbers well and I care about the details. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
987,"
You have applied for the job as finance assistent. what makes you a good fit?
I can read numbers well and am detail oriented. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
988,"
You have applied for the job as finance assistent. what makes you a good fit?
I can read numbers well and I am attentive to details. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
989,"
You have applied for the job as finance assistent. what makes you a good fit?
I am good at reading numbers and I am detail oriented. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
990,"
You have applied for the job as finance assistent. what makes you a good fit?
I am good at reading numbers and I care about the details. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
991,"
You have applied for the job as finance assistent. what makes you a good fit?
I am good at reading pictures and I am detail oriented. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
992,"
You have applied for the job as finance assistent. what makes you a good fit?
I can read pictures well and am detail-oriented. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
993,"
You have applied for the job as finance assistent. what makes you a good fit?
I am good at reading images and I am detail-oriented. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
994,"
You have applied for the job as finance assistent. what makes you a good fit?
I am good at reading images and I am detail oriented. I always deliver on time.",I see. can you give an example of a situation where it was difficult to do so?
995," Is there anything you want to ask about this job?
Is there an open position in the children's ward? If anything, can I help out there?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
996," Is there anything you want to ask about this job?
Is there a vacant position in the pediatric ward? If ever, can I help there?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
997," Is there anything you want to ask about this job?
Is there a job position available in the pediatric ward? If ever, can I help?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
998," Is there anything you want to ask about this job?
Is there an open job position in the pediatric ward? If anything, can I help out there?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
999," Is there anything you want to ask about this job?
Is there a job open in the children's room? If anything, can I help there?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
1000," Is there anything you want to ask about this job?
Is there a vacant position in the children's room? In any case, can I help?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
1001," Is there anything you want to ask about this job?
Is there an open position in the pediatric ward? If nothing else, can I help out there?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
1002," Is there anything you want to ask about this job?
Is there a vacancy in the children's ward? If anything, can I help there?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
1003," Is there anything you want to ask about this job?
Is there a vacancy in the pediatric ward? If ever, can I help there?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
1004," Is there anything you want to ask about this job?
Is there a vacancy in the pediatric ward? If anything, can I help there?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
1005," Is there anything you want to ask about this job?
Is there a job in the children's ward? If anything, can I help?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
1006," Is there anything you want to ask about this job?
Is there a job available in the pediatric ward? If ever, can I help?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
1007," Is there anything you want to ask about this job?
Is there a job available in the pediatric ward? If anything, can I help?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
1008," Is there anything you want to ask about this job?
Is there a vacant position in the pediatric ward? If anything, can I help there?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
1009," Is there anything you want to ask about this job?
Is there a job position available in the pediatric ward? In any case, can I help?"," We have open healthcare assistant jobs for pediatrics, maternity, and geriatrics right now. You will be assigned to the ward that is most relevant to your skills and experience. 
"
1010," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
Yeah that's ok"," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
1011," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
Yes it's good."," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
1012," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
Yes, this is fine."," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
1013," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
Yes, that's fine."," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
1014," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
Yeah it's good"," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
1015," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
Yes, that's OK"," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
1016," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
Yes, that's fine"," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
1017," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
Yes, it is good."," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
1018," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
If it is okay."," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
1019," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
Yes it is good."," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
1020," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
Yeah that's fine."," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
1021," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The salary is good and I've heard from some friends that this is a great job."," Do you have many friends that are working here. 
"
1022," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The pay is good and some friends have told me it is a great place to work."," Do you have many friends that are working here. 
"
1023," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The salary is good and some friends have told me that this is a great place to work."," Do you have many friends that are working here. 
"
1024," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The salary is good and I have heard from some friends that this is a great place to work."," Do you have many friends that are working here. 
"
1025," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The pay is good and I have heard friends say it was a great job."," Do you have many friends that are working here. 
"
1026," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The salary is good and some friends have told me that it is a great job."," Do you have many friends that are working here. 
"
1027," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The salary is good and I have heard from some friends that this is a great job."," Do you have many friends that are working here. 
"
1028," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The pay is good and some friends have told me it's a great place to work."," Do you have many friends that are working here. 
"
1029," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The pay is good and some friends have told me that it is a great place to work."," Do you have many friends that are working here. 
"
1030," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The pay is good and some friends told me it's a great place to work."," Do you have many friends that are working here. 
"
1031," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The salary is good and some friends told me this is a great place to work."," Do you have many friends that are working here. 
"
1032," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The salary is good and I've heard from some friends that this is a great place to work."," Do you have many friends that are working here. 
"
1033," What is your best experience from your previous jobs?
When I build my first engine. 
"," That is impressive. Did it work?
"
1034," What makes you a good fit?
I studied food safety and hygiene standards."," What course did you study?
"
1035," What makes you a good fit?
I studied food safety and sanitation regulations."," What course did you study?
"
1036," What makes you a good fit?
I studied food safety and sanitation."," What course did you study?
"
1037," What makes you a good fit?
I studied food safety and hygiene regulations."," What course did you study?
"
1038," What makes you a good fit?
I studied food safety and hygiene rules."," What course did you study?
"
1039," What makes you a good fit?
I studied food safety and hygiene."," What course did you study?
"
1040," What makes you a good fit?
I studied food security and sanitation."," What course did you study?
"
1041," You have applied for the job as a truck driver. What do you think is interesting about this job?
Driving is my passion and I like trucks."," What is you favorite truck to drive? 
"
1042," You have applied for the job as a truck driver. What do you think is interesting about this job?
Driving is my passion and I love trucks."," What is you favorite truck to drive? 
"
1043," You have applied for the job as a truck driver. What do you think is interesting about this job?
It gives me a steady paycheck and regular delivery schedules."," What is your working schedule in your past job look like?
"
1044," You have applied for the job as a truck driver. What do you think is interesting about this job?
It offers a stable paycheck and regular delivery times for me."," What is your working schedule in your past job look like?
"
1045," You have applied for the job as a truck driver. What do you think is interesting about this job?
He offers me a fixed salary and regular delivery hours."," What is your working schedule in your past job look like?
"
1046," You have applied for the job as a truck driver. What do you think is interesting about this job?
It offers a steady salary and regular delivery schedules for me."," What is your working schedule in your past job look like?
"
1047," You have applied for the job as a truck driver. What do you think is interesting about this job?
This gives me a regular salary and regular delivery schedules."," What is your working schedule in your past job look like?
"
1048," You have applied for the job as a truck driver. What do you think is interesting about this job?
It gives me a steady salary and regular delivery schedules."," What is your working schedule in your past job look like?
"
1049," You have applied for the job as a truck driver. What do you think is interesting about this job?
It gives me a stable paycheck and regular delivery times."," What is your working schedule in your past job look like?
"
1050," You have applied for the job as a truck driver. What do you think is interesting about this job?
It offers me a stable salary and regular delivery times."," What is your working schedule in your past job look like?
"
1051," You have applied for the job as a truck driver. What do you think is interesting about this job?
It offers a stable salary and regular delivery time for me."," What is your working schedule in your past job look like?
"
1052," You have applied for the job as a truck driver. What do you think is interesting about this job?
He offers me a fixed salary and regular delivery times."," What is your working schedule in your past job look like?
"
1053," You have applied for the job as a truck driver. What do you think is interesting about this job?
It offers me a fixed salary and regular delivery schedules."," What is your working schedule in your past job look like?
"
1054," You have applied for the job as a truck driver. What do you think is interesting about this job?
He offers a stable salary and regular delivery hours for me."," What is your working schedule in your past job look like?
"
1055,"
What is your best experience from your previous jobs?
I like to help people. When I was working as a nurse in the hospital, I really felt like I was making a difference in the world.",What type of work did you do in the hospital?
1056,"
What is your best experience from your previous jobs?
I love helping people, so when I worked as a nurse in the hospital I really felt that I was making a difference in the world.",What type of work did you do in the hospital?
1057,"
What is your best experience from your previous jobs?
I like helping people, so when I worked as a nurse in the hospital I really felt that I made a difference in the world.",What type of work did you do in the hospital?
1058,"
What is your best experience from your previous jobs?
I love helping people, so when I worked as a hospital nurse I really felt I made a difference in the world.",What type of work did you do in the hospital?
1059,"
What is your best experience from your previous jobs?
I like helping people. When I worked as a nurse in the hospital, I really felt that I was making a difference in the world.",What type of work did you do in the hospital?
1060,"
What is your best experience from your previous jobs?
I like to help people. When she worked as a nurse in the hospital, she really felt that she was making a difference in the world.",What type of work did you do in the hospital?
1061,"
What is your best experience from your previous jobs?
I love helping people. When I was working as a hospital nurse, I really felt like I was making a difference in the world.",What type of work did you do in the hospital?
1062,"
What is your best experience from your previous jobs?
I love helping people. When I was working as a nurse in the hospital, I really felt like I was making a difference in the world.",What type of work did you do in the hospital?
1063,"
What is your best experience from your previous jobs?
I love helping people, so when I worked as a nurse in the hospital I really felt like I was making a difference in the world.",What type of work did you do in the hospital?
1064,"
What is your best experience from your previous jobs?
I love helping people, so when I worked as a hospital nurse I really felt that I was making a difference in the world.",What type of work did you do in the hospital?
1065,"
What is your best experience from your previous jobs?
I love helping people. When I worked as a nurse, I really felt like I was making a difference in the world.",What type of work did you do in the hospital?
1066,"
What is your best experience from your previous jobs?
I love helping people so when I worked as a hospital nurse I really felt like I was making a difference in the world.",What type of work did you do in the hospital?
1067,"
What is your best experience from your previous jobs?
I love helping people, so when I worked as a nurse in a hospital I really felt like I made a difference in the world.",What type of work did you do in the hospital?
1068,"
Is there anything you want to ask about this job?
To whom will i report?
Your manager will be the cfo. anything else?
How many people work in finance?","There's five people in finance right now, but we might hire more people soon."
1069," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hello, yes that is correct. Yes, I worked as a cleaning lady before."," Great! How many years have you worked as a cleaner?
"
1070," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hi, yes it is. Yes, I have worked as a cleaner before."," Great! How many years have you worked as a cleaner?
"
1071," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hello, yes, that is correct. Yes, I have previously worked as a cleaner."," Great! How many years have you worked as a cleaner?
"
1072," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hi, yes, that's right. Yes, I have already worked as a cleaner."," Great! How many years have you worked as a cleaner?
"
1073," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hello, yes that's correct. Yes, I have worked as a cleaning lady before."," Great! How many years have you worked as a cleaner?
"
1074," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hi, yes that's correct. Yes, I have worked as a cleaning lady before."," Great! How many years have you worked as a cleaner?
"
1075," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hello, yes it is. Yes, I used to work as a cleaning lady."," Great! How many years have you worked as a cleaner?
"
1076," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hello, yes it is. Yes, I have worked as a cleaner before."," Great! How many years have you worked as a cleaner?
"
1077," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hi, yes it is. Yes, I have already worked as a cleaning lady."," Great! How many years have you worked as a cleaner?
"
1078," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hello yes, that's right. Yes, I previously worked as a cleaning lady."," Great! How many years have you worked as a cleaner?
"
1079," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hello, yes, that's correct. Yes, I have worked as a cleaner before."," Great! How many years have you worked as a cleaner?
"
1080," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hi, yes that's correct. Yes, I have already worked as a cleaner."," Great! How many years have you worked as a cleaner?
"
1081," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hello yes, that's right. Yes, I have already worked as a cleaning lady."," Great! How many years have you worked as a cleaner?
"
1082," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hello, yes, it is true. Yes, I have already worked as a cleaner."," Great! How many years have you worked as a cleaner?
"
1083," How long have you worked as a bartender for?
I worked as a bartender for 3 years."," Have you got experience working any different jobs?
"
1084," How long have you worked as a bartender for?
I have worked as a bartender for 3 years."," Have you got experience working any different jobs?
"
1085," How long have you worked as a bartender for?
I have been working as a bartender for 3 years."," Have you got experience working any different jobs?
"
1086," How long have you worked as a bartender for?
I've been a bartender for 3 years."," Have you got experience working any different jobs?
"
1087," Is there anything you want to ask about this job?
What other tasks should I do besides baking pastries?"," Some other tasks that you can potentially take over include mentoring your acquaintances.
"
